id,passage_id,question_order,question_text,choices,correct_choice_index
368,74,3,"答辩结束后，""我""的第一反应是什么？","[""完全没有感觉"", ""马上开始下一个项目"", ""靠在墙边，积压的疲惫涌上来"", ""立刻回家庆祝""]",2
369,74,4,"什么消息让""我""流下了眼泪？","[""\""顺利通过\""的消息"", ""家人的电话"", ""导师批评的消息"", ""朋友的祝贺短信""]",0
370,74,5,"""我""认为整个过程中最难熬的是什么？","[""答辩当天"", ""选题阶段"", ""之前反复推翻重写论文的日子"", ""找工作的过程""]",2
371,75,1,项目初期，团队合作陷入僵局的原因是什么？,"[""工作习惯和沟通方式差异大，意见不合"", ""预算不够"", ""大家能力不够"", ""领导不支持""]",0
372,75,2,"""我""提出了什么解决办法？","[""换掉不合作的同事"", ""向领导投诉"", ""每周安排一次碰头会，公开进度和困难"", ""自己一个人完成项目""]",2
373,75,3,后来团队摸索出的合作方式是怎样的？,"[""重大方向共同决定，执行时信任对方专业判断"", ""所有事情都要开会决定"", ""完全各自独立工作"", ""由一个人独自决定所有事情""]",0
374,75,4,项目最终的结果如何？,"[""失败了"", ""延期了很久"", ""按时完成，效果超出预期"", ""被取消了""]",2
375,75,5,"这次经历让""我""体会到团队合作最大的障碍是什么？","[""能力上的差距"", ""沟通不畅导致的误解"", ""资金不足"", ""时间不够""]",1
376,76,1,作者认为学校和职场最大的不同是什么？,"[""评判标准和对\""犯错\""的态度不同"", ""完全没有不同"", ""穿着要求不同"", ""上课时间不同""]",0
377,76,2,"""我""因为什么事情被客户当面指出错误？","[""没有完成任务"", ""数据核对不仔细，方案出现错误"", ""态度不好"", ""迟到""]",1
378,76,3,"那件事之后，""我""养成了什么习惯？","[""反复检查、主动向前辈请教"", ""辞职"", ""不再工作"", ""换部门""]",0
379,76,4,"""我""发现职场更看重什么？","[""考试成绩"", ""标准答案"", ""学历高低"", ""解决实际问题的能力""]",3
380,76,5,文章认为从校园到职场的转变本质上是什么？,"[""完全没有区别"", ""只是环境的变化"", ""只是薪水的变化"", ""一种思维方式的转变，从被动接受评判到主动负责""]",3
381,77,1,"""我""求职的整个流程持续了多长时间？","[""一个星期"", ""半年"", ""一天"", ""将近一个月""]",3
382,77,2,"""我""收到的拒信内容大致是什么？","[""只说决定录用其他更合适的候选人"", ""邀请\""我\""再来面试"", ""没有任何回复"", ""详细说明了拒绝原因""]",0
383,77,3,"收到拒信后，""我""做了什么？","[""立刻放弃求职"", ""向公司投诉"", ""给面试官发邮件，礼貌询问反馈"", ""什么也没做""]",2
384,77,4,面试官回复的内容说明了什么？,"[""\""我\""能力不足"", ""\""我\""专业能力达标，只是另一位候选人经验更贴合岗位"", ""面试过程有失误"", ""公司决定重新考虑\""我\""""]",1
385,77,5,"这次经历让""我""明白了什么道理？","[""不应该再求职"", ""面试官都不诚实"", ""求职被拒绝一定是能力不足"", ""被拒绝很多时候只是当下不够匹配，应以平常心看待""]",3
386,78,1,"""我""曾经对""一心多用""抱有什么态度？","[""从未尝试过"", ""曾经以此为傲"", ""完全反对"", ""一直持怀疑态度""]",1
387,78,2,那次同时写方案和回复消息的结果是什么？,"[""效率非常高"", ""没有任何问题"", ""方案几乎没有进展，还出现了低级错误"", ""提前完成了任务""]",2
388,78,3,资料中说明人脑真正擅长的是什么？,"[""完全无法处理复杂任务"", ""真正意义上的同时处理多个任务"", ""在不同任务之间快速切换"", ""只能处理简单任务""]",2
389,78,4,频繁切换任务会带来什么后果？,"[""让人更加放松"", ""注意力损耗，效率可能下降"", ""效率一定提高"", ""完全没有影响""]",1
390,78,5,文章最后认为真正的高效在于什么？,"[""依赖他人完成工作"", ""专注地把一件事情做好"", ""同时做尽可能多的事情"", ""完全不做任何计划""]",1
391,79,1,"""我""最初尝试极简生活的原因是什么？","[""受社交媒体流行理念影响"", ""因为经济困难"", ""因为搬家"", ""被朋友强迫""]",0
392,79,2,"清理物品后，""我""最初的感受是怎样的？","[""完全没有变化"", ""感受到前所未有的畅快"", ""更加焦虑"", ""非常后悔""]",1
393,79,3,"""我""后来发现的问题是什么？","[""极简生活完全没有意义"", ""家里变得更乱了"", ""有些处理掉的东西后来又需要重新购买"", ""花了太多钱""]",2
394,79,4,"""我""认为杂乱的真正根源是什么？","[""房子太小"", ""物品数量太多"", ""缺乏对物品的清晰规划和管理习惯"", ""没有时间打扫""]",2
395,79,5,"文章最后""我""对极简生活的看法是什么？","[""比起单纯追求\""少\""，更重要的是清楚自己需要什么"", ""完全不应该追求极简"", ""极简生活毫无价值"", ""应该严格遵循极简标准""]",0
396,80,1,"""我""发现自己平均每天花多长时间在社交媒体上？","[""完全没有使用"", ""一个小时"", ""十分钟"", ""超过四个小时""]",3
397,80,2,"""我""打开社交媒体的原因大多是什么？","[""工作需要"", ""出于习惯性的动作"", ""别人要求"", ""有明确的目的""]",1
398,80,3,"刷完社交媒体后，""我""的感受通常是怎样的？","[""十分放松"", ""非常充实"", ""说不清的空虚和疲惫"", ""完全没有感觉""]",2
399,80,4,"""我""给自己设定了什么规则？","[""每天必须使用社交媒体两小时"", ""吃饭不看手机，睡前一小时把手机放在别的房间"", ""卸载所有社交软件"", ""完全不使用手机""]",1
400,80,5,文章最后认为问题的关键在于什么？,"[""是主动有目的使用，还是被动被填满时间"", ""社交媒体本身是有害的，应该完全避免"", ""应该完全依赖社交媒体获取信息"", ""使用时间越长越好""]",0
401,81,1,"""我""一直以来是什么样的人？","[""经常拖延"", ""典型的完美主义者"", ""从不在意工作质量"", ""做事非常随意""]",1
402,81,2,那次项目延误的原因是什么？,"[""团队人手不够"", ""客户临时改变需求"", ""\""我\""反复纠结一个不算关键的细节"", ""设备出了问题""]",2
403,81,3,"""我""后来反思，所谓的""完美主义""很多时候其实是什么？","[""提高效率的方法"", ""一种美德"", ""对犯错的过度恐惧，一种变相的拖延"", ""真正追求高质量""]",2
404,81,4,"""我""现在的做法是什么？","[""把所有工作都交给别人"", ""先完成大致可用的版本，再逐步调整"", ""依然坚持一次做到完美"", ""完全不再认真对待工作""]",1
405,81,5,文章最后认为什么更重要？,"[""完美比完成更重要"", ""\""完成\""往往比\""完美\""更重要"", ""完全不需要修改"", ""速度不重要，质量最重要""]",1
406,82,1,"""我""对纸质书和电子书的态度分别是怎样的？","[""完全不读纸质书"", ""完全排斥电子书"", ""两者都不喜欢"", ""承认电子书的便利，但偏爱纸质书的阅读体验""]",3
407,82,2,电子书的优点是什么？,"[""携带方便、检索快捷"", ""更容易专注"", ""触感更好"", ""价格更贵""]",0
408,82,3,"""我""认为读纸质书时更容易做到什么？","[""更容易分心"", ""更容易专注，没有消息提示干扰"", ""更节省时间"", ""阅读速度更快""]",1
409,82,4,"""我""认为什么样的书更适合电子版？","[""所有的书"", ""文学作品"", ""没有任何书适合电子版"", ""需要频繁查阅、检索的资料性书籍""]",3
410,82,5,文章最后的观点是什么？,"[""阅读方式不重要"", ""纸质书一定比电子书好"", ""应根据场景选择适合的阅读方式，不必非此即彼"", ""电子书应该被淘汰""]",2
411,83,1,作者认为老家这些年在哪些方面有了明显改善？,"[""基础设施，如道路和网络"", ""医疗水平"", ""完全没有改善"", ""教育水平""]",0
412,83,2,县城教育面临的问题是什么？,"[""学费太贵"", ""没有学校"", ""学生太多"", ""优秀教师纷纷前往大城市，师资力量有限""]",3
413,83,3,农村医疗面临的问题是什么？,"[""完全没有诊所"", ""复杂疾病需要前往城市大医院，耗费时间金钱"", ""医院太多"", ""药品太便宜""]",1
414,83,4,作者的表弟做了什么？,"[""放弃了所学专业"", ""大学毕业后回到县城，帮助家乡农产品打开销路"", ""出国留学"", ""一直留在大城市""]",1
415,83,5,文章最后对城乡差距缩小的态度是怎样的？,"[""认为与年轻人无关"", ""认为已经完全解决"", ""认为不可能实现"", ""认为需要长期投入，但存在希望""]",3
416,84,1,"""先发展、后治理""模式的问题是什么？","[""没有任何问题"", ""居民不满意"", ""环境问题积重难返，治理成本更高"", ""经济发展太慢""]",2
417,84,2,环境污染带来的长期影响是什么？,"[""侵蚀地区可持续发展的根基"", ""完全没有影响"", ""只影响短期经济"", ""只影响个别行业""]",0
418,84,3,一些城市是如何实现转型的？,"[""发展新能源、生态旅游等绿色产业"", ""增加污染排放"", ""依赖政府补贴"", ""完全放弃工业发展""]",0
419,84,4,文章认为环境保护与经济发展的关系是怎样的？,"[""完全无关"", ""并非天然对立，可以协调发展"", ""应该优先经济，忽略环境"", ""天然对立，无法兼顾""]",1
420,84,5,文章最后认为真正可持续的发展应该是怎样的？,"[""完全停止经济发展"", ""以牺牲环境换取经济增长"", ""只依靠传统产业"", ""在保护生态前提下寻找和谐共生的发展路径""]",3
421,85,1,数字化转型给熟练使用智能设备的人带来了什么？,"[""极大的不便"", ""极大的便利"", ""没有任何影响"", ""更多的费用""]",1
422,85,2,外婆遇到了什么困境？,"[""手机被偷"", ""走丢了"", ""不会用医院自助挂号系统，独自徘徊近一小时"", ""生病住院""]",2
423,85,3,"文中提到的""数字鸿沟""指的是什么现象？","[""手机价格太贵"", ""网络信号不好"", ""年轻人不会用智能手机"", ""数字化服务客观上让部分群体陷入新的不便和边缘化""]",3
424,85,4,文章认为只追求效率而忽视群体差异会带来什么后果？,"[""加剧社会不平等"", ""提高社会公平"", ""完全没有影响"", ""让所有人受益""]",0
425,85,5,文章认为真正包容的数字化社会应该是怎样的？,"[""强制所有人使用智能设备"", ""既享受技术便利，也不让任何群体被落下"", ""只为年轻人服务"", ""完全取消数字化服务""]",1
426,86,1,朋友的孩子在学校遇到了什么困难？,"[""交不到朋友的钱"", ""完全没有困难"", ""因发音不标准被同学模仿嘲笑，变得沉默"", ""学习成绩不好""]",2
427,86,2,除了语言，朋友一家还需要适应什么？,"[""交通规则"", ""饮食习惯、社交方式和社会礼仪"", ""天气"", ""完全不需要适应其他事情""]",1
428,86,3,当地社区为新移民提供了什么支持？,"[""强制同化课程"", ""语言互助小组、多元文化交流活动"", ""完全没有支持"", ""只提供经济补助""]",1
429,86,4,朋友一家后来发生了什么变化？,"[""完全没有变化"", ""放弃了自己的文化传统"", ""从格格不入变成了社区的一部分"", ""决定搬回国内""]",2
430,86,5,文章认为多元文化融合应该是怎样的过程？,"[""新移民与当地社会双向理解、彼此接纳的过程"", ""不同文化应该完全隔离"", ""与当地社会无关"", ""移民必须完全同化""]",0
431,87,1,文章开头提出了怎样的矛盾现象？,"[""身处热闹都市却依然感到孤独疏离"", ""社交软件完全无用"", ""人们生活越来越贫困"", ""人们不再需要社交""]",0
432,87,2,文章认为适度的独处有什么好处？,"[""没有任何好处"", ""让人变得更加孤僻"", ""提高工作效率"", ""让人从社交中抽离，面对内心真实想法""]",3
433,87,3,文章认为真正令人困扰的是什么？,"[""被迫的、无法选择的孤立感"", ""独处本身"", ""没有手机"", ""社交太多""]",0
434,87,4,主动选择的独处与被迫的孤立感之间是什么关系？,"[""完全相同"", ""没有任何关系"", ""被迫孤立感更好"", ""有本质上的区别""]",3
435,87,5,文章最后建议人们怎么做？,"[""学着分辨独处的性质，与孤独和平共处"", ""尽量减少社交"", ""完全避免独处"", ""依赖他人填满时间""]",0
436,88,1,文章开头提到的现代社会信条是什么？,"[""效率不重要"", ""时间可以无限延长"", ""时间就是金钱"", ""金钱不重要""]",2
437,88,2,"""我""因为什么被迫慢下来？","[""天气原因"", ""主动选择休假"", ""公司放假"", ""因一场小手术在家休养两个星期""]",3
438,88,3,"休养期间""我""重新注意到了什么？","[""手机里的消息"", ""工作的重要性"", ""社交媒体的动态"", ""光线变化、旧书、和家人的长谈等平日忽略的细节""]",3
439,88,4,"文章认为那些""无所事事""的时刻是怎样的？","[""应该被完全消除"", ""只适合老年人"", ""完全没有价值，是浪费时间"", ""是构成丰盈人生不可或缺的一部分""]",3
440,88,5,文章最后认为真正有意义的时间在于什么？,"[""完成了多少任务"", ""赚了多少钱"", ""被利用得多么彻底"", ""是否清醒地、真正地活在其中""]",3
441,89,1,"心理学观点认为，""后悔""很大程度上来自什么？","[""他人的评价"", ""完全没有原因"", ""选择本身的对错"", ""对\""另一种可能性\""的想象""]",3
442,89,2,人们通常如何想象未曾选择的那条路？,"[""完全不去想象"", ""想象得和现实一样"", ""想象得格外美好，忽略了其困难"", ""想象得非常糟糕""]",2
443,89,3,"""我""是如何走出对职业选择后悔情绪的？","[""咨询了心理医生"", ""得知另一位候选人在那个岗位上也经历了艰难"", ""换了新工作"", ""完全没有走出来""]",1
444,89,4,"文章认为""更好的选择""很多时候是什么？","[""一种自己想象出来的幻影"", ""客观存在的事实"", ""一定比现在的选择好"", ""完全不存在的概念""]",0
445,89,5,文章最后认为真正成熟的态度是什么？,"[""不断后悔过去的选择"", ""执着于分辨哪个选择正确"", ""为选择承担责任，专注走好眼下的路"", ""避免做出任何选择""]",2
446,90,1,"""我""最初对家里的传统仪式持什么态度？","[""完全不了解"", ""非常珍视"", ""强烈反对全家过年"", ""颇不以为然，觉得繁琐无关紧要""]",3
447,90,2,那年简化年夜饭仪式后，全家人的感受是怎样的？,"[""非常开心"", ""完全没有感觉"", ""隐隐觉得少了些什么，仪式感被冲淡"", ""觉得更加轻松，没有任何遗憾""]",2
448,90,3,"""我""后来意识到传统习俗的重要性在于什么？","[""只是为了好看"", ""承载着情感联结，是家族记忆和世代沟通的语言"", ""完全没有意义"", ""只是形式本身""]",1
449,90,4,文章认为传统习俗是否应该一成不变？,"[""应该完全废除"", ""需要随着时代发展作出调整"", ""与时代无关"", ""应该完全不变""]",1
450,90,5,文章最后认为真正值得思考的问题是什么？,"[""该不该保留传统这样非此即彼的问题"", ""传统完全没有价值"", ""现代生活不需要任何仪式"", ""如何在保留传统精神内核的同时，让它适应当下生活""]",3
