id,hsk_level,hanzi,pinyin,meaning_ja,explanation_ja,grammar_point_id,grammar_label_raw,source_site,source_id
1003,4,他不仅会说中文，还会说日语。,"Tā bùjǐn huì shuō Zhōngwén, hái huì shuō Rìyǔ",彼は中国語だけでなく、日本語も話せます。,「不仅」は「だけでなく」という意味です。,,于是／可,HSKsentences,1003
1004,4,顾客对服务很不满。,Gùkè duì fúwù hěn bùmǎn,お客様はサービスに大変不満です。,「不满」は「不満」という意味です。,,恐怕／敢,HSKsentences,1004
1005,4,他在市场部门工作。,Tā zài shìchǎng bùmén gōngzuò.,彼はマーケティング部に勤務しています。,「部门」は「部署」という意味です。,,到底／叫做,HSKsentences,1005
1006,4,坐公交不如坐地铁快。,Zuò gōngjiāo bùrú zuò dìtiě kuài.,地下鉄の方がバスより速いです。,「不如」は「～より」という意味です。,,为了／在于,HSKsentences,1006
1007,1,请把桌子擦干净。,Qǐng bǎ zhuōzi cā gānjìng,テーブルをきれいに拭いてください。,「擦」は「拭く」という意味です。,8,仍然／究竟,HSKsentences,1007
1008,4,你猜我今天遇到谁了？,Nǐ cāi wǒ jīntiān yùdào shéi le？,今日、誰に会ったと思いますか？,「猜」は「推測」という意味です。,,V着V着／一～就～,HSKsentences,1008
1009,1,请准备好申请材料。,Qǐng zhǔnbèi hǎo shēnqǐng cáiliào,応募書類をご準備ください。,「材料」は「材料」という意味です。,8,不仅～也～／从来,HSKsentences,1009
1010,4,我们参观了故宫博物院。,Wǒmen cānguān le Gùgōng Bówùyuàn.,故宮博物院を訪れました。,「参观」は「見学」という意味です。,,应该／得(děi),HSKsentences,1010
1011,4,共有二十支队伍参赛。,Gòng yǒu èrshí zhī duìwu cānsài.,20チームが参加しています。,「参赛」は「参加」という意味です。,,就是,HSKsentences,1011
1012,4,学校旁边新开了一家餐厅。,Xuéxiào pángbiān xīn kāi le yì jiā cāntīng,学校の隣に新しいレストランがオープンしました。,「餐厅」は「レストラン」という意味です。,,只是～而已／即使～也,HSKsentences,1012
1013,4,同学们在操场上跑。,Tóngxuémen zài cāochǎng shàng pǎobù.,生徒たちが校庭で走り回っています。,「操场」は「運動場」という意味です。,,在～上,HSKsentences,1013
1014,1,请问厕所在哪儿？,Qǐngwèn cèsuǒ zài nǎr?,すみません、トイレはどこですか？,「厕所」は「トイレ」という意味です。,8,正好／差不多,HSKsentences,1014
1015,4,他正在查看邮件。,Tā zhèngzài chákàn yóujiàn,彼はメールをチェックしています。,「查看」は「確認」という意味です。,71,～不了／无法,HSKsentences,1015
1016,4,这是上好的龙井茶叶。,Zhè shì shànghǎo de Lóngjǐng cháyè.,これは最高級の龍井茶です。,「茶叶」は「茶葉」という意味です。,,尽管／不管,HSKsentences,1016
1017,1,你可以在网上查找资料。,Nǐ kěyǐ zài wǎng shàng cházhǎo zīliào.,インターネットで情報を調べることができます。,「查找」は「検索」という意味です。,12,却／而,HSKsentences,1017
1018,4,我差点儿迟到了。,Wǒ chàdiǎnr chídào le.,危うく見逃すところでした。,「差点儿」は「ほぼ」という意味です。,,另外,HSKsentences,1018
1019,4,这件事产生了很大的影响。,Zhè jiàn shì chǎnshēng le hěn dà de yǐngxiǎng.,この出来事は大きな影響を与えました。,「产生」は「製造済み」という意味です。,,根据／按照,HSKsentences,1019
1020,4,他在一家汽车厂工作。,Tā zài yì jiā qìchē chǎng gōngzuò.,彼は自動車工場で働いています。,「厂」は「工場」という意味です。,,连～也都／甚至,HSKsentences,1020
1021,4,昨天下了一场大雨。,Zuótiān xià le yì chǎng dà yǔ,昨日は大雨でした。,「场」は「場」という意味です。,,并／估计,HSKsentences,1021
1022,4,参加人数超过了一百人。,Cānjiā rénshù chāoguò le yì bǎi rén,100人以上が参加しました。,「超过」は「超過」という意味です。,,首先～其次／再说,HSKsentences,1022
1023,1,在学校附近要降低车速。,Zài xuéxiào fùjìn yào jiàngdī chēsù,学校の近くはゆっくり運転してください。,「车速」は「車速、車の速度」という意味です。,7,竟然／果然,HSKsentences,1023
1024,4,这里很难找到车位。,Zhèlǐ hěn nán zhǎodào chēwèi.,ここは駐車スペースを見つけるのが難しいです。,「车位」は「駐車スペース」という意味です。,,要是／值得,HSKsentences,1024
1025,4,这座城有悠久的历史。,Zhè zuò chéng yǒu yōujiǔ de lìshǐ.,この街には長い歴史があります。,「城」は「城壁（城壁）、都市・町」という意味です。,,以为／认为,HSKsentences,1025
1026,2,他每天乘地铁上班。,Tā měitiān chéng dìtiě shàngbān,彼は毎日地下鉄で通勤しています。,「乘」は「乗る」という意味です。,15,既～又也还／可不是／往往,HSKsentences,1026
1027,4,他成功通过了面试。,Tā chénggōng tōngguò le miànshì.,彼は面接に合格しました。,「成功」は「成功」という意味です。,,由于／因此／难道,HSKsentences,1027
1028,4,乘客们正在排队上车。,Chéngkèmen zhèngzài páiduì shàng chē.,乗客が電車に乗るために列を作っています。,「乘客」は「乗客」という意味です。,71,否则／无论,HSKsentences,1028
1029,4,做人要诚实。,Zuòrén yào chéngshí,正直に言ってください。,「诚实」は「誠実」という意味です。,,同时／并且,HSKsentences,1029
1030,4,她成为了一名医生。,Tā chéngwéi le yì míng yīshēng.,彼女は医者になりました。,「成为」は「～になる」という意味です。,68,然而／再～也～,HSKsentences,1030
1031,1,请乘坐电梯到三楼。,Qǐng chéngzuò diàntī dào sān lóu.,エレベーターで3階までお越しください。,「乘坐」は「乗る」という意味です。,8,以,HSKsentences,1031
1032,4,听到这个消息，大家都很吃惊。,"Tīngdào zhège xiāoxi, dàjiā dōu hěn chījīng.",皆、その知らせを聞いて驚きました。,「吃惊」は「驚く」という意味です。,,由／既然,HSKsentences,1032
1033,4,对不起，我来迟了。,"Duìbuqǐ, wǒ lái chí le.",遅れてすみません。,「迟」は「遅れる」という意味です。,,于是／可,HSKsentences,1033
1034,4,我们重新开始吧。,Wǒmen chóngxīn kāishǐ ba.,やり直しましょう。,「重」は「重い」という意味です。,,恐怕／敢,HSKsentences,1034
1035,1,系统出错了，请重新输入。,"Xìtǒng chūcuò le, qǐng chóngxīn shūrù.",システムにエラーが発生しました。もう一度入力してください。,「重新」は「改めて」という意味です。,8,到底／叫做,HSKsentences,1035
1036,4,他下周要去上海出差。,Tā xià zhōu yào qù Shànghǎi chūchāi.,彼は来週、出張で上海に行きます。,「出差」は「出張」という意味です。,,为了／在于,HSKsentences,1036
1037,4,地铁的出口在那边。,Dìtiě de chūkǒu zài nàbiān,地下鉄の出口はあちらです。,「出口」は「出口」という意味です。,,仍然／究竟,HSKsentences,1037
1038,4,天空中出现了彩虹。,Tiānkōng zhōng chūxiàn le cǎihóng.,空に虹が現れました。,「出现」は「現れる」という意味です。,,V着V着／一～就～,HSKsentences,1038
1039,4,雨天出行要注意安全。,Yǔtiān chūxíng yào zhùyì ānquán,雨の中を移動する際はご注意ください。,「出行」は「外出」という意味です。,,不仅～也～／从来,HSKsentences,1039
1040,4,这间房子要出租。,Zhè jiān fángzi yào chūzū.,この家は賃貸です。,「出租」は「タクシー」という意味です。,,应该／得(děi),HSKsentences,1040
1041,4,妈妈在厨房做饭。,Māma zài chúfáng zuòfàn.,お母さんが台所で料理をしています。,「厨房」は「キッチン」という意味です。,,就是,HSKsentences,1041
1042,4,这家饭店的厨师手艺很好。,Zhè jiā fàndiàn de chúshī shǒuyì hěn hǎo.,このレストランのシェフはとても腕が良いです。,「厨师」は「シェフ」という意味です。,,只是～而已／即使～也,HSKsentences,1042
1043,1,请打开窗，让空气流通。,"Qǐng dǎkāi chuāng, ràng kōngqì liútōng",窓を開けて空気を入れ替えてください。,「窗」は「窓」という意味です。,8,在～上,HSKsentences,1043
1044,4,窗户上有很多雨水。,Chuānghu shàng yǒu hěn duō yǔshuǐ,窓に雨水がたくさんついています。,「窗户」は「窓　※口語だとこちらを使う」という意味です。,,正好／差不多,HSKsentences,1044
1045,4,外面的风吹得很大。,Wàimiàn de fēng chuī de hěn dà,外は風がとても強く吹いています。,「吹」は「吹く」という意味です。,,～不了／无法,HSKsentences,1045
1046,1,请用这个词语造一个句子。,Qǐng yòng zhège cíyǔ zào yí gè jùzi,この単語を使って文を作ってください。,「词语」は「単語」という意味です。,8,尽管／不管,HSKsentences,1046
1047,4,此事非常重要。,Cǐ shì fēicháng zhòngyào.,この件は非常に重要です。,「此」は「この」という意味です。,,却／而,HSKsentences,1047
1048,4,此次活动共有五百人参加。,Cǐ cì huódòng gòng yǒu wǔbǎi rén cānjiā,500人がこのイベントに参加しました。,「此次」は「今回」という意味です。,,另外,HSKsentences,1048
1049,2,此外，还有一个问题需要讨论。,"Cǐwài, hái yǒu yí gè wèntí xūyào tǎolùn.",さらに、話し合うべき別の問題があります。,「此外」は「さらに」という意味です。,23,根据／按照,HSKsentences,1049
1050,1,从此以后，他再也没有迟到。,"Cóngcǐ yǐhòu, tā zài yě méiyǒu chídào",それ以来、彼は二度と遅刻しませんでした。,「从此」は「これより」という意味です。,12,连～也都／甚至,HSKsentences,1050
1051,4,他从来不说谎。,Tā cónglái bù shuōhuǎng.,彼は決して嘘をつきませんでした。,「从来」は「これまで」という意味です。,41,并／估计,HSKsentences,1051
1052,1,我们可以从中学到很多。,Wǒmen kěyǐ cóngzhōng xuédào hěn duō.,私たちはこのことから多くのことを学ぶことができます。,「从中」は「そこから」という意味です。,12,首先～其次／再说,HSKsentences,1052
1053,1,这根绳子太粗了。,Zhè gēn shéngzi tài cū le,このロープは太すぎます。,「粗」は「粗い」という意味です。,10,竟然／果然,HSKsentences,1053
1054,2,考试时不要太粗心。,Kǎoshì shí búyào tài cūxīn.,試験中はあまり油断しないでください。,「粗心」は「不注意」という意味です。,23,要是／值得,HSKsentences,1054
1055,4,他的老家在一个小村里。,Tā de lǎojiā zài yí gè xiǎo cūn lǐ.,彼の故郷は小さな村にあります。,「村」は「村」という意味です。,,以为／认为,HSKsentences,1055
1056,3,你可以把行李存在这里。,Nǐ kěyǐ bǎ xíngli cún zài zhèlǐ.,ここに荷物を預けることができます。,「存」は「保存」という意味です。,36,既～又也还／可不是／往往,HSKsentences,1056
1057,2,别错过这次好机会。,Bié cuòguò zhè cì hǎo jīhuì.,この絶好の機会をお見逃しなく。,「错过」は「見逃す」という意味です。,23,由于／因此／难道,HSKsentences,1057
1058,2,每个人都会犯错误。,Měi gè rén dōu huì fàn cuòwù.,誰でも間違いは犯します。,「错误」は「間違い」という意味です。,15,否则／无论,HSKsentences,1058
1059,4,妈妈答应带我去动物园。,Māma dāying dài wǒ qù dòngwùyuán.,母は私を動物園に連れて行ってくれると約束しました。,「答应」は「承諾」という意味です。,,同时／并且,HSKsentences,1059
1060,3,他很快就答出了这道题。,Tā hěn kuài jiù dá chū le zhè dào tí,彼は質問に素早く答えました。,「答」は「答」という意味です。,30,然而／再～也～,HSKsentences,1060
1061,4,这道题的答案是什么？,Zhè dào tí de dá'àn shì shénme?,この質問の答えは何ですか？,「答案」は「答え」という意味です。,,以,HSKsentences,1061
1062,4,他的成绩达到了录取标准。,Tā de chéngjì dádào le lùqǔ biāozhǔn.,彼の成績は入学要件を満たしていました。,「达到」は「到達する」という意味です。,,由／既然,HSKsentences,1062
1063,4,见面时要打招呼。,Jiànmiàn shí yào dǎ zhāohu,会ったら挨拶しましょう。,「打招呼」は「挨拶する」という意味です。,,于是／可,HSKsentences,1063
1064,4,我们的球队打败了对手。,Wǒmen de qiúduì dǎbài le duìshǒu,私たちのチームは対戦相手に勝ちました。,「打败」は「打ち負かす =勝つ」という意味です。,,恐怕／敢,HSKsentences,1064
1065,1,很多大学生利用暑假打工。,Hěn duō dàxuéshēng lìyòng shǔjià dǎgōng.,多くの大学生は夏休み中にアルバイトをします。,「打工」は「アルバイトをする」という意味です。,3,到底／叫做,HSKsentences,1065
1066,2,不好意思，打扰一下。,"Bù hǎo yìsi, dǎrǎo yíxià.",すみません、お願いできますか？,「打扰」は「お邪魔します」という意味です。,16,为了／在于,HSKsentences,1066
1067,1,请帮我打印这份文件。,Qǐng bāng wǒ dǎyìn zhè fèn wénjiàn.,この書類を印刷してください。,「打印」は「印刷する」という意味です。,8,仍然／究竟,HSKsentences,1067
1068,4,打印机没有纸了。,Dǎyìnjī méiyǒu zhǐ le.,プリンターの用紙が切れています。,「打印机」は「プリンター」という意味です。,,V着V着／一～就～,HSKsentences,1068
1069,4,这件衣服打八折。,Zhè jiàn yīfu dǎ bā zhé.,このシャツは20%オフです。,「打折」は「割引」という意味です。,,不仅～也～／从来,HSKsentences,1069
1070,4,小孩子都怕打针。,Xiǎo háizi dōu pà dǎzhēn,子供たちは注射を怖がります。,「打针」は「注射をする」という意味です。,,应该／得(děi),HSKsentences,1070
1071,4,我们坐大巴去机场。,Wǒmen zuò dàbā qù jīchǎng,私たちはバスで空港へ行きました。,「大巴」は「大型バス」という意味です。,,就是,HSKsentences,1071
1072,4,这种方法大大提高了效率。,Zhè zhǒng fāngfǎ dàdà tígāo le xiàolǜ.,この方法は効率を大幅に向上させました。,「大大」は「とても」という意味です。,,只是～而已／即使～也,HSKsentences,1072
1073,2,大夫说我需要多休息。,Dàifu shuō wǒ xūyào duō xiūxi,医者はもっと休むようにと言いました。,「大夫」は「医師」という意味です。,23,在～上,HSKsentences,1073
1074,4,网上有大量的学习资源。,Wǎng shàng yǒu dàliàng de xuéxí zīyuán,オンラインにはたくさんの学習リソースがあります。,「大量」は「大量」という意味です。,,正好／差不多,HSKsentences,1074
1075,4,他参加了全国歌唱大赛。,Tā cānjiā le quánguó gēchàng dàsài,彼は全国歌唱コンクールに参加しました。,「大赛」は「大会」という意味です。,,～不了／无法,HSKsentences,1075
1076,1,请在大厅等候。,Qǐng zài dàtīng děnghòu,ロビーでお待ちください。,「大厅」は「ロビー」という意味です。,8,尽管／不管,HSKsentences,1076
1077,2,从这里到学校大约十分钟。,Cóng zhèlǐ dào xuéxiào dàyuē shí fēnzhōng,ここから学校までは徒歩約10分です。,「大约」は「およそ」という意味です。,22,却／而,HSKsentences,1077
1078,4,大自然的风景非常美丽。,Dàzìrán de fēngjǐng fēicháng měilì.,自然の景色はとても美しいです。,「大自然」は「大自然」という意味です。,,另外,HSKsentences,1078
1079,1,他在家里待了一整天。,Tā zài jiā lǐ dāi le yì zhěng tiān,彼は一日中家にいました。,「待」は「待つ」という意味です。,7,根据／按照,HSKsentences,1079
1080,1,今天太冷了，记得戴帽子。,"Jīntiān tài lěng le, jìde dài màozi.",今日はとても寒いので、帽子をかぶるのを忘れないでください。,「戴」は「着ける」という意味です。,10,连～也都／甚至,HSKsentences,1080
1081,1,请把东西放进袋子里。,Qǐng bǎ dōngxi fàng jìn dàizi lǐ.,荷物をバッグに入れてください。,「袋子」は「袋」という意味です。,8,并／估计,HSKsentences,1081
1082,4,他换了一个新单位。,Tā huàn le yí gè xīn dānwèi,彼は転職しました。,「单位」は「単位」という意味です。,,首先～其次／再说,HSKsentences,1082
1083,4,她当了三年老师。,Tā dāng le sān nián lǎoshī,彼女は3年間教師をしていました。,「当」は「その時」という意味です。,,竟然／果然,HSKsentences,1083
1084,3,当时我还是个学生。,Dāngshí wǒ háishi gè xuéshēng.,私は当時学生でした。,「当时」は「当時」という意味です。,31,要是／值得,HSKsentences,1084
1085,4,这把刀很锋利。,Zhè bǎ dāo hěn fēnglì.,このナイフはとてもよく切れます。,「刀」は「ナイフ」という意味です。,,以为／认为,HSKsentences,1085
1086,4,导游带我们参观了长城。,Dǎoyóu dài wǒmen cānguān le Chángchéng.,ツアーガイドが私たちを万里の長城に連れて行ってくれました。,「导游」は「ガイド」という意味です。,,既～又也还／可不是／往往,HSKsentences,1086
1087,3,他把杯子里的水倒掉了。,Tā bǎ bēizi lǐ de shuǐ dào diào le.,彼はカップに水を注ぎました。,「倒」は「倒れる、こぼす、注ぎだされる」という意味です。,36,由于／因此／难道,HSKsentences,1087
1088,4,这道菜味道很好。,Zhè dào cài wèidao hěn hǎo.,この料理はとても美味しいです。,「道」は「料理を一品一品数える際の量詞」という意味です。,,否则／无论,HSKsentences,1088
1089,4,你到底想说什么？,Nǐ dàodǐ xiǎng shuō shénme?,一体何を言いたいのですか？,「到底」は「結局」という意味です。,67,同时／并且,HSKsentences,1089
1090,4,春天的到来让人高兴。,Chūntiān de dàolái ràng rén gāoxìng,春の訪れは喜ばしい。,「到来」は「到来」という意味です。,,然而／再～也～,HSKsentences,1090
1091,4,前面的道路很宽。,Qiánmiàn de dàolù hěn kuān,前途は広い。,「道路」は「道」という意味です。,,以,HSKsentences,1091
1092,4,你应该向他道歉。,Nǐ yīnggāi xiàng tā dàoqiàn,彼に謝るべきだ。,「道歉」は「謝罪、謝る」という意味です。,42,由／既然,HSKsentences,1092
1093,4,考了第一名，他非常得意。,"Kǎo le dì yī míng, tā fēicháng déyì.",彼は1位になったことをとても誇りに思っている。,「得意」は「得意、誇りに思う」という意味です。,,于是／可,HSKsentences,1093
1094,4,旅客们正在登机。,Lǚkèmen zhèngzài dēngjī,乗客が飛行機に搭乗している。,「登机」は「搭乗」という意味です。,71,恐怕／敢,HSKsentences,1094
1095,1,请买些水果等食品。,Qǐng mǎi xiē shuǐguǒ děng shípǐn.,果物やその他の食べ物を買ってください。,「等」は「など」という意味です。,8,到底／叫做,HSKsentences,1095
1096,4,等到他来了我们再走。,Děngdào tā lái le wǒmen zài zǒu,彼が到着するまで出発を待ちましょう。,「等到」は「待つ」という意味です。,,为了／在于,HSKsentences,1096
1097,4,今天的气温很低。,Jīntiān de qìwēn hěn di,今日は気温がとても低い。,「低」は「低い」という意味です。,,仍然／究竟,HSKsentences,1097
1098,4,这家店经常低价促销。,Zhè jiā diàn jīngcháng dījià cùxiāo,この店はよく値下げセールをしている。,「低价」は「安価」という意味です。,,V着V着／一～就～,HSKsentences,1098
1099,4,冬天低温天气要注意保暖。,Dōngtiān dīwēn tiānqì yào zhùyì bǎonuǎn,寒い冬は暖かくして過ごしてください。,「低温」は「低温」という意味です。,,不仅～也～／从来,HSKsentences,1099
1100,4,实际花费低于预算。,Shíjì huāfèi dīyú yùsuàn,実際の費用は予算より安かった。,「低于」は「～より低い、～以下」という意味です。,,应该／得(děi),HSKsentences,1100
1101,4,湖底有很多石头。,Hú dǐ yǒu hěn duō shítou,湖底にはたくさんの石がある。,「底」は「底」という意味です。,,就是,HSKsentences,1101
1102,4,桌子底下有一只猫。,Zhuōzi dǐxia yǒu yì zhī māo.,テーブルの下に猫がいる。,「底下」は「下」という意味です。,,只是～而已／即使～也,HSKsentences,1102
1103,4,我们要爱护地球。,Wǒmen yào àihù dìqiú.,私たちは地球を守らなければならない。,「地球」は「地球」という意味です。,,在～上,HSKsentences,1103
1104,1,请告诉我你的收货地址。,Qǐng gàosu wǒ nǐ de shōuhuò dìzhǐ,配達先住所を教えてください。,「地址」は「住所」という意味です。,8,正好／差不多,HSKsentences,1104
1105,4,老师正在点名。,Lǎoshī zhèngzài diǎnmíng.,先生が出席を取っている。,「点名」は「点呼」という意味です。,71,～不了／无法,HSKsentences,1105
1106,4,他微笑着点了点头。,Tā wēixiào zhe diǎn le diǎn tóu.,彼は微笑んでうなずいた。,「点头」は「うなずく」という意味です。,,尽管／不管,HSKsentences,1106
1107,4,他骑电动车上班。,Tā qí diàndòngchē shàngbān.,彼は電動スクーターで通勤している。,「电动车」は「電動自転車」という意味です。,,却／而,HSKsentences,1107
1108,4,这部电视剧很受欢迎。,Zhè bù diànshìjù hěn shòu huānyíng.,そのテレビドラマはとても人気がある。,「电视剧」は「テレビドラマ」という意味です。,,另外,HSKsentences,1108
1109,4,他的钱包掉在地上了。,Tā de qiánbāo diào zài dì shàng le.,彼の財布が地面に落ちた。,「掉」は「落ちる」という意味です。,,根据／按照,HSKsentences,1109
1110,4,警察正在调查这件事。,Jǐngchá zhèngzài diàochá zhè jiàn shì.,警察が捜査している。,「调查」は「調査」という意味です。,71,连～也都／甚至,HSKsentences,1110
1111,4,他在网上订了一张机票。,Tā zài wǎng shàng dìng le yì zhāng jīpiào.,彼はオンラインで航空券を予約した。,「订」は「予約」という意味です。,,并／估计,HSKsentences,1111
1112,4,会议时间定在周五。,Huìyì shíjiān dìng zài zhōuwǔ.,会議は金曜日に予定されている。,「定」は「決定」という意味です。,,首先～其次／再说,HSKsentences,1112
1113,4,上海在中国的东部。,Shànghǎi zài Zhōngguó de dōngbù,上海は中国東部にある。,「东部」は「東部」という意味です。,,竟然／果然,HSKsentences,1113
1114,4,我坐动车去南京。,Wǒ zuò dòngchē qù Nánjīng,私は高速鉄道で南京に行った。,「动车」は「高速鉄道」という意味です。,,要是／值得,HSKsentences,1114
1115,4,太极拳的动作很优美。,Tàijíquán de dòngzuò hěn yōuměi,太極拳の動きは優雅だ。,「动作」は「動作」という意味です。,,以为／认为,HSKsentences,1115
1116,4,这本书深受读者喜爱。,Zhè běn shū shēnshòu dúzhě xǐ'ài.,この本は読者にとても人気がある。,「读者」は「読者」という意味です。,,既～又也还／可不是／往往,HSKsentences,1116
1117,4,北京早上经常堵车。,Běijīng zǎoshang jīngcháng dǔchē.,北京は朝によく渋滞する。,「堵车」は「渋滞」という意味です。,,由于／因此／难道,HSKsentences,1117
1118,3,我们打算去海边度假。,Wǒmen dǎsuàn qù hǎibiān dùjià,私たちはビーチへ休暇に行く予定だ。,「度假」は「休暇」という意味です。,29,否则／无论,HSKsentences,1118
1119,4,我肚子饿了。,Wǒ dùzi è le,お腹が空いた。,「肚子」は「お腹」という意味です。,,同时／并且,HSKsentences,1119
1120,4,他给我发了一条短信。,Tā gěi wǒ fā le yì tiáo duǎnxìn,彼からテキストメッセージが届いた。,「短信」は「ショートメッセージ」という意味です。,,然而／再～也～,HSKsentences,1120
1121,4,门口排了一条长队。,Ménkǒu pái le yì tiáo cháng duì.,入り口に長い行列ができている。,「队」は「チーム」という意味です。,,以,HSKsentences,1121
1122,4,对方同意了我们的方案。,Duìfāng tóngyì le wǒmen de fāng'àn,相手は私たちの計画に同意した。,「对方」は「相手」という意味です。,,由／既然,HSKsentences,1122
1123,4,学校就在银行对面。,Xuéxiào jiù zài yínháng duìmiàn,学校は銀行の真向かいにある。,「对面」は「向かい側」という意味です。,,于是／可,HSKsentences,1123
1124,4,对于这个问题，大家看法不同。,"Duìyú zhège wèntí, dàjiā kànfǎ bùtóng.",この件については意見が分かれた。,「对于」は「～について」という意味です。,,恐怕／敢,HSKsentences,1124
1125,2,每个队员都很努力。,Měi gè duìyuán dōu hěn nǔlì.,チームメンバー全員が一生懸命働いた。,「队员」は「チームメイト」という意味です。,15,到底／叫做,HSKsentences,1125
1126,3,他被选为队长。,Tā bèi xuǎn wéi duìzhǎng.,彼はキャプテンに選ばれた。,「队长」は「キャプテン」という意味です。,40,为了／在于,HSKsentences,1126
1127,4,我们一天吃三顿饭。,Wǒmen yì tiān chī sān dùn fàn.,私たちは1日3食食べる。,「顿」は「一瞬」という意味です。,,仍然／究竟,HSKsentences,1127
1128,4,这里的风景多么漂亮啊！,Zhèlǐ de fēngjǐng duōme piàoliang a!,ここの景色は本当に美しい！,「多么」は「なんと」という意味です。,,V着V着／一～就～,HSKsentences,1128
1129,4,多数同学赞成这个计划。,Duōshù tóngxué zànchéng zhège jìhuà.,ほとんどの学生がこの計画に賛成した。,「多数」は「多くの」という意味です。,,不仅～也～／从来,HSKsentences,1129
1130,4,中国的饮食文化非常多样。,Zhōngguó de yǐnshí wénhuà fēicháng duōyàng.,中国の食文化は非常に多様だ。,「多样」は「多様な」という意味です。,,应该／得(děi),HSKsentences,1130
1131,4,他年纪小而能力强。,Tā niánjì xiǎo ér nénglì qiáng.,彼は若いが有能だ。,「而」は「そして」という意味です。,49,就是,HSKsentences,1131
1132,4,这是一部儿童电影。,Zhè shì yí bù értóng diànyǐng.,これは子供向けの映画だ。,「儿童」は「子供」という意味です。,,只是～而已／即使～也,HSKsentences,1132
1133,4,他发出了一声叹息。,Tā fāchū le yì shēng tàn,彼はため息をついた。,「发出」は「発する」という意味です。,,在～上,HSKsentences,1133
1134,3,请把文件发送给我。,Qǐng bǎ wénjiàn fāsòng gěi wǒ.,ファイルを私に送ってください。,「发送」は「送信する」という意味です。,36,正好／差不多,HSKsentences,1134
1135,4,这个方法很有效。,Zhège fāngfǎ hěn yǒuxiào.,この方法は非常に効果的だ。,「法」は「法」という意味です。,,～不了／无法,HSKsentences,1135
1136,2,每个公民都要遵守法律。,Měi gè gōngmín dōu yào zūnshǒu fǎlǜ.,すべての市民は法律を遵守しなければならない。,「法律」は「法律」という意味です。,15,尽管／不管,HSKsentences,1136
1137,4,他是一名专业翻译。,Tā shì yì míng zhuānyè fānyì.,彼はプロの翻訳家だ。,「翻译」は「翻訳」という意味です。,,却／而,HSKsentences,1137
1138,1,这道题太烦了。,Zhè dào tí tài fán le,この問題は面倒すぎる。,「烦」は「面倒、煩わしい」という意味です。,10,另外,HSKsentences,1138
1139,2,每个人都有自己的烦恼。,Měi gè rén dōu yǒu zìjǐ de fánnǎo,誰しもそれぞれ悩みを抱えている。,「烦恼」は「悩み」という意味です。,15,根据／按照,HSKsentences,1139
1140,4,很多人反对这个计划。,Hěn duō rén fǎnduì zhège jìhuà.,多くの人がこの計画に反対している。,「反对」は「反対」という意味です。,,连～也都／甚至,HSKsentences,1140
1141,4,他在学习方面很优秀。,Tā zài xuéxí fāngmiàn hěn yōuxiù.,彼は学業優秀だ。,「方面」は「方面」という意味です。,,并／估计,HSKsentences,1141
1142,2,每个人都有不同的生活方式。,Měi gè rén dōu yǒu bùtóng de shēnghuó fāngshì,人それぞれライフスタイルが違う。,「方式」は「方法」という意味です。,15,首先～其次／再说,HSKsentences,1142
1143,4,房东说下个月要涨房租。,Fángdōng shuō xià gè yuè yào zhǎng fángzū.,大家は来月から家賃が上がると言った。,「房东」は「大家さん」という意味です。,,竟然／果然,HSKsentences,1143
1144,4,这里的房租一个月三千块。,Zhèlǐ de fángzū yí gè yuè sānqiān kuài.,ここの家賃は月3000元だ。,「房租」は「家賃」という意味です。,,要是／值得,HSKsentences,1144
1145,2,遇到困难不要轻易放弃。,Yùdào kùnnan búyào qīngyì fàngqì.,困難に直面しても簡単に諦めてはいけない。,「放弃」は「諦める」という意味です。,23,以为／认为,HSKsentences,1145
1146,1,周末我喜欢放松一下。,Zhōumò wǒ xǐhuan fàngsōng yíxià.,私は週末はゆっくり過ごすのが好きだ。,「放松」は「リラックス」という意味です。,11,既～又也还／可不是／往往,HSKsentences,1146
1147,4,这次旅行的费用不高。,Zhè cì lǚxíng de fèiyong bù gāo.,今回の旅行は高くなかった。,「费」は「費用」という意味です。,,由于／因此／难道,HSKsentences,1147
1148,3,留学的费用越来越高。,Liúxué de fèiyong yuèláiyuè gāo.,留学費用はどんどん高くなっています。,「费用」は「費用」という意味です。,31,否则／无论,HSKsentences,1148
1149,4,他这次考试的分数很高。,Tā zhè cì kǎoshì de fēnshù hěn gāo.,彼はこの試験でとても高い点数を取りました。,「分数」は「点数」という意味です。,,同时／并且,HSKsentences,1149
1150,4,一年分为四个季节。,Yì nián fēnwéi sì gè jìjié.,1年は四季に分かれています。,「分为」は「に分かれる」という意味です。,,然而／再～也～,HSKsentences,1150
1151,1,请给我一份菜单。,Qǐng gěi wǒ yí fèn càidān.,メニューをください。,「份」は「分」という意味です。,8,以,HSKsentences,1151
1152,4,他的经验很丰富。,Tā de jīngyàn hěn fēngfù.,彼はとても経験豊富です。,「丰富」は「豊かな」という意味です。,,由／既然,HSKsentences,1152
1153,1,这里的风景太美了。,Zhèlǐ de fēngjǐng tài měi le.,ここの景色はとても美しいです。,「风景」は「風景」という意味です。,10,于是／可,HSKsentences,1153
1154,4,快点走，否则就要迟到了。,"Kuài diǎn zǒu, fǒuzé jiù yào chídào le.",急いでください、遅れてしまいます。,「否则」は「そうでなければ」という意味です。,60,恐怕／敢,HSKsentences,1154
