id,hanzi,pinyin,meaning_ja,hsk_level,source_site
2489,失望,shīwàng,失望する,4,HSKpractice_exercises
2490,时间表,shíjiānbiǎo,時間表,4,HSKpractice_exercises
2491,食堂,shítáng,食堂,4,HSKpractice_exercises
2492,十字路口,shízì lùkǒu,十字路,4,HSKpractice_exercises
2493,使馆,shǐguǎn,大使館,4,HSKpractice_exercises
2494,是否,shìfǒu,〜かどうか,4,HSKpractice_exercises
2495,视频,shìpín,動画,4,HSKpractice_exercises
2496,市区,shìqū,市街地,4,HSKpractice_exercises
2497,收拾,shōushí,片付ける,4,HSKpractice_exercises
2498,首,shǒu,〜曲(量詞),4,HSKpractice_exercises
2499,受不了,shòubuliǎo,我慢できない,4,HSKpractice_exercises
2500,售票员,shòupiàoyuán,切符販売員,4,HSKpractice_exercises
2501,熟悉,shúxī,熟知している,4,HSKpractice_exercises
2502,暑假,shǔjià,夏休み,4,HSKpractice_exercises
2503,树林,shùlín,林,4,HSKpractice_exercises
2504,帅,shuài,かっこいい,4,HSKpractice_exercises
2505,顺便,shùnbiàn,ついでに,4,HSKpractice_exercises
2506,顺序,shùnxù,順序,4,HSKpractice_exercises
2507,说法,shuōfǎ,言い方,4,HSKpractice_exercises
2508,说明书,shuōmíngshū,説明書,4,HSKpractice_exercises
2509,硕士,shuòshì,修士,4,HSKpractice_exercises
2510,塑料,sùliào,プラスチック,4,HSKpractice_exercises
2511,酸,suān,酸っぱい,4,HSKpractice_exercises
2512,酸奶,suānnǎi,ヨーグルト,4,HSKpractice_exercises
2513,随着,suízhe,〜につれて,4,HSKpractice_exercises
2514,孙女,sūnnǚ,孫娘,4,HSKpractice_exercises
2515,孙子,sūnzi,孫息子,4,HSKpractice_exercises
2516,抬,tái,持ち上げる（担ぐ）,4,HSKpractice_exercises
2517,抬头,táitóu,頭（顔）を上げる,4,HSKpractice_exercises
2518,弹,tán,（楽器を）弾く、はじく,4,HSKpractice_exercises
2519,躺,tǎng,横になる,4,HSKpractice_exercises
2520,趟,tàng,〜回(量詞),4,HSKpractice_exercises
2521,讨厌,tǎoyàn,嫌う、嫌だ、うっとうしい,4,HSKpractice_exercises
2522,提供,tígōng,提供する,4,HSKpractice_exercises
2523,提醒,tíxǐng,注意を促す,4,HSKpractice_exercises
2524,体检,tǐjiǎn,健康診断,4,HSKpractice_exercises
2525,体温,tǐwēn,体温,4,HSKpractice_exercises
2526,体重,tǐzhòng,体重,4,HSKpractice_exercises
2527,填写,tiánxiě,記入する,4,HSKpractice_exercises
2528,童年,tóngnián,幼少期,4,HSKpractice_exercises
2529,桶,tǒng,桶,4,HSKpractice_exercises
2530,头痛,tóutòng,頭痛,4,HSKpractice_exercises
2531,推迟,tuīchí,延期する,4,HSKpractice_exercises
2532,推出,tuīchū,打ち出す（リリースする）,4,HSKpractice_exercises
2533,脱,tuō,脱ぐ,4,HSKpractice_exercises
2534,袜子,wàzi,靴下,4,HSKpractice_exercises
2535,外出,wàichū,外出する,4,HSKpractice_exercises
2536,外套,wàitào,コート,4,HSKpractice_exercises
2537,网购,wǎnggòu,ネット通販,4,HSKpractice_exercises
2538,网页,wǎngyè,ウェブページ,4,HSKpractice_exercises
2539,网址,wǎngzhǐ,URL,4,HSKpractice_exercises
2540,味,wèi,味,4,HSKpractice_exercises
2541,污染,wūrǎn,汚染,4,HSKpractice_exercises
2542,无,wú,ない,4,HSKpractice_exercises
2543,无法,wúfǎ,〜する方法がない,4,HSKpractice_exercises
2544,无聊,wúliáo,退屈だ,4,HSKpractice_exercises
2545,无论,wúlùn,〜にかかわらず,4,HSKpractice_exercises
2546,误会,wùhuì,誤解,4,HSKpractice_exercises
2547,吸,xī,吸う,4,HSKpractice_exercises
2548,西红柿,xīhóngshì,トマト,4,HSKpractice_exercises
2549,吸引,xīyǐn,引きつける,4,HSKpractice_exercises
2550,细,xì,細い,4,HSKpractice_exercises
2551,细心,xìxīn,細心,4,HSKpractice_exercises
2552,下降,xiàjiàng,下降する,4,HSKpractice_exercises
2553,鲜,xiān,新鮮,4,HSKpractice_exercises
2554,鲜花,xiānhuā,生花,4,HSKpractice_exercises
2555,咸,xián,塩辛い,4,HSKpractice_exercises
2556,羡慕,xiànmù,うらやむ,4,HSKpractice_exercises
2557,线上,xiànshàng,オンライン,4,HSKpractice_exercises
2558,线下,xiànxià,オフライン,4,HSKpractice_exercises
2559,现有,xiànyǒu,現有の,4,HSKpractice_exercises
2560,相反,xiāngfǎn,逆に,4,HSKpractice_exercises
2561,详细,xiángxì,詳しい,4,HSKpractice_exercises
2562,项,xiàng,〜項目(量詞),4,HSKpractice_exercises
2563,小吃,xiǎochī,軽食,4,HSKpractice_exercises
2564,小伙子,xiǎohuǒzi,若者,4,HSKpractice_exercises
2565,辛苦,xīnkǔ,大変だ、苦労する,4,HSKpractice_exercises
2566,兴奋,xīngfèn,興奮する,4,HSKpractice_exercises
2567,醒,xǐng,目が覚める,4,HSKpractice_exercises
2568,兄弟,xiōngdì,兄弟,4,HSKpractice_exercises
2569,熊,xióng,熊,4,HSKpractice_exercises
2570,修理,xiūlǐ,修理する,4,HSKpractice_exercises
2571,牙膏,yágāo,歯磨き粉,4,HSKpractice_exercises
2572,亚洲,Yàzhōu,アジア,4,HSKpractice_exercises
2573,盐,yán,塩,4,HSKpractice_exercises
2574,严格,yángé,厳格,4,HSKpractice_exercises
2575,研究,yánjiū,研究する,4,HSKpractice_exercises
2576,研究生,yánjiūshēng,大学院生,4,HSKpractice_exercises
2577,严重,yánzhòng,深刻だ、重大だ,4,HSKpractice_exercises
2578,眼镜,yǎnjìng,眼鏡,4,HSKpractice_exercises
2579,养成,yǎngchéng,身につける、養成する,4,HSKpractice_exercises
2580,邀请,yāoqǐng,招待する,4,HSKpractice_exercises
2581,钥匙,yàoshi,鍵,4,HSKpractice_exercises
2582,夜晚,yèwǎn,夜,4,HSKpractice_exercises
2583,叶子,yèzi,葉,4,HSKpractice_exercises
2584,以内,yǐnèi,以内,4,HSKpractice_exercises
2585,引起,yǐnqǐ,引き起こす,4,HSKpractice_exercises
2586,赢得,yíngdé,勝ち取る,4,HSKpractice_exercises
2587,应聘,yìngpìn,応募する,4,HSKpractice_exercises
2588,勇敢,yǒnggǎn,勇敢,4,HSKpractice_exercises
2589,用来,yònglái,〜に使う,4,HSKpractice_exercises
2590,用于,yòngyú,〜に用いる,4,HSKpractice_exercises
2591,幽默,yōumò,ユーモアがある,4,HSKpractice_exercises
2592,优秀,yōuxiù,優秀,4,HSKpractice_exercises
2593,尤其,yóuqí,特に,4,HSKpractice_exercises
2594,游玩,yóuwán,遊ぶ、観光する,4,HSKpractice_exercises
2595,友情,yǒuqíng,友情,4,HSKpractice_exercises
2596,有趣,yǒuqù,面白い,4,HSKpractice_exercises
2597,友谊,yǒuyì,友情,4,HSKpractice_exercises
2598,有着,yǒuzhe,持っている,4,HSKpractice_exercises
2599,愉快,yúkuài,楽しい,4,HSKpractice_exercises
2600,于是,yúshì,そこで,4,HSKpractice_exercises
2601,与,yǔ,〜と,4,HSKpractice_exercises
2602,语法,yǔfǎ,文法,4,HSKpractice_exercises
2603,原谅,yuánliàng,許す,4,HSKpractice_exercises
2604,远离,yuǎnlí,遠ざかる,4,HSKpractice_exercises
2605,约会,yuēhuì,デート,4,HSKpractice_exercises
2606,月饼,yuèbǐng,月餅,4,HSKpractice_exercises
2607,阅读,yuèdú,読書する,4,HSKpractice_exercises
2608,允许,yǔnxǔ,許可する,4,HSKpractice_exercises
2609,再次,zàicì,再び,4,HSKpractice_exercises
2610,再说,zàishuō,また今度言う、それに,4,HSKpractice_exercises
2611,暂时,zànshí,一時的に、今のところ,4,HSKpractice_exercises
2612,暂停,zàntíng,一時停止する,4,HSKpractice_exercises
2613,招聘,zhāopìn,募集する,4,HSKpractice_exercises
2614,着火,zháohuǒ,火事になる,4,HSKpractice_exercises
2615,之,zhī,〜の(文語),4,HSKpractice_exercises
2616,之后,zhīhòu,〜の後,4,HSKpractice_exercises
2617,之间,zhījiān,〜の間,4,HSKpractice_exercises
2618,之前,zhīqián,以前、〜前に,4,HSKpractice_exercises
2619,之中,zhīzhōng,〜の中,4,HSKpractice_exercises
2620,植物,zhíwù,植物,4,HSKpractice_exercises
2621,纸巾,zhǐjīn,ティッシュ,4,HSKpractice_exercises
2622,质量,zhìliàng,質,4,HSKpractice_exercises
2623,祝贺,zhùhè,祝う,4,HSKpractice_exercises
2624,著名,zhùmíng,著名,4,HSKpractice_exercises
2625,转发,zhuǎnfā,転送する、シェアする,4,HSKpractice_exercises
2626,转机,zhuǎnjī,乗り継ぐ,4,HSKpractice_exercises
2627,赚,zhuàn,稼ぐ,4,HSKpractice_exercises
2628,准时,zhǔnshí,定刻に,4,HSKpractice_exercises
2629,资料,zīliào,資料,4,HSKpractice_exercises
2630,仔细,zǐxì,注意深い,4,HSKpractice_exercises
2631,自,zì,〜から,4,HSKpractice_exercises
2632,自习,zìxí,自習する,4,HSKpractice_exercises
2633,自信,zìxìn,自信,4,HSKpractice_exercises
2634,自学,zìxué,独学する,4,HSKpractice_exercises
2635,最终,zuìzhōng,最終的に,4,HSKpractice_exercises
2636,尊重,zūnzhòng,尊重する,4,HSKpractice_exercises
2637,做梦,zuòmèng,夢を見る,4,HSKpractice_exercises
2638,作为,zuòwéi,〜として,4,HSKpractice_exercises
2639,座位,zuòwèi,座席,4,HSKpractice_exercises
2640,安慰,ānwèi,慰め,5,user_hsk5_6_list
2641,岸,àn,岸、岸辺,5,user_hsk5_6_list
2642,岸上,ànshàng,岸辺,5,user_hsk5_6_list
2643,按摩,ànmó,マッサージ,5,user_hsk5_6_list
2644,拔,bá,抜く,5,user_hsk5_6_list
2645,拜访,bàifǎng,訪問,5,user_hsk5_6_list
2646,版,bǎn,〜版（例：出版）、版,5,user_hsk5_6_list
2647,扮演,bànyǎn,演じる,5,user_hsk5_6_list
2648,包围,bāowéi,包囲,5,user_hsk5_6_list
2649,包装,bāozhuāng,包装,5,user_hsk5_6_list
2650,保卫,bǎowèi,防衛,5,user_hsk5_6_list
2651,保养,bǎoyǎng,メンテナンス,5,user_hsk5_6_list
2652,报答,bàodá,恩返し,5,user_hsk5_6_list
2653,报警,bàojǐng,通報,5,user_hsk5_6_list
2654,抱怨,bàoyuàn,不満,5,user_hsk5_6_list
2655,悲剧,bēijù,悲劇,5,user_hsk5_6_list
2656,悲伤,bēishāng,悲しみ,5,user_hsk5_6_list
2657,北极,běijí,北極,5,user_hsk5_6_list
2658,被动,bèidòng,受動,5,user_hsk5_6_list
2659,辈,bèi,世代,5,user_hsk5_6_list
2660,本人,běnrén,本人,5,user_hsk5_6_list
2661,比方,bǐfāng,例えば,5,user_hsk5_6_list
2662,比重,bǐzhòng,比重,5,user_hsk5_6_list
2663,彼此,bǐcǐ,互いに,5,user_hsk5_6_list
2664,必,bì,必ず,5,user_hsk5_6_list
2665,必需,bìxū,必須,5,user_hsk5_6_list
2666,毕竟,bìjìng,結局,5,user_hsk5_6_list
2667,闭幕,bìmù,閉幕,5,user_hsk5_6_list
2668,闭幕式,bìmùshì,閉幕式,5,user_hsk5_6_list
2669,边境,biānjìng,国境,5,user_hsk5_6_list
2670,编辑,biānjí,編集,5,user_hsk5_6_list
2671,变动,biàndòng,変動,5,user_hsk5_6_list
2672,便利,biànlì,便利,5,user_hsk5_6_list
2673,便条,biàntiáo,メモ,5,user_hsk5_6_list
2674,宾馆,bīnguǎn,ホテル,5,user_hsk5_6_list
2675,饼,bǐng,ケーキ,5,user_hsk5_6_list
2676,病毒,bìngdú,ウイルス,5,user_hsk5_6_list
2677,玻璃,bōli,ガラス,5,user_hsk5_6_list
2678,博客,bókè,ブログ,5,user_hsk5_6_list
2679,博览会,bólǎnhuì,博覧会,5,user_hsk5_6_list
2680,博物馆,bówùguǎn,博物館,5,user_hsk5_6_list
2681,薄弱,bóruò,脆弱,5,user_hsk5_6_list
2682,不顾,búgù,顧みない,5,user_hsk5_6_list
2683,不利,búlì,不利,5,user_hsk5_6_list
2684,不耐烦,búnàifán,苛立ち,5,user_hsk5_6_list
2685,不幸,búxìng,不幸,5,user_hsk5_6_list
2686,不易,búyì,容易ではない,5,user_hsk5_6_list
2687,补偿,bǔcháng,補償,5,user_hsk5_6_list
2688,补贴,bǔtiē,補助金,5,user_hsk5_6_list
2689,不曾,bùcéng,かつてない,5,user_hsk5_6_list
2690,不得了,búdéliǎo,大変なこと,5,user_hsk5_6_list
2691,不敢当,bùgǎndāng,おこがましい,5,user_hsk5_6_list
2692,不良,bùliáng,悪い、良くない、品質が悪い（形容詞として一般的に使う。日本語の「不良」のような「不良少年・不良品」に限定されたニュアンスではない）,5,user_hsk5_6_list
2693,不免,bùmiǎn,避けられない,5,user_hsk5_6_list
2694,不能不,bùnéngbù,どうしても,5,user_hsk5_6_list
2695,不时,bùshí,時折,5,user_hsk5_6_list
2696,不停,bùtíng,絶えず,5,user_hsk5_6_list
2697,不许,bùxǔ,禁止,5,user_hsk5_6_list
2698,不止,bùzhǐ,止まらない,5,user_hsk5_6_list
2699,不足,bùzú,不足,5,user_hsk5_6_list
2700,部位,bùwèi,部位,5,user_hsk5_6_list
2701,猜测,cāicè,推察,5,user_hsk5_6_list
2702,裁判,cáipàn,審判,5,user_hsk5_6_list
2703,采购,cǎigòu,調達,5,user_hsk5_6_list
2704,彩票,cǎipiào,宝くじ,5,user_hsk5_6_list
2705,餐馆,cānguǎn,食堂,5,user_hsk5_6_list
2706,餐饮,cānyǐn,飲食,5,user_hsk5_6_list
2707,草原,cǎoyuán,草原,5,user_hsk5_6_list
2708,册,cè,冊子,5,user_hsk5_6_list
2709,层次,céngcì,レベル,5,user_hsk5_6_list
2710,叉,chā,フォーク,5,user_hsk5_6_list
2711,叉子,chāzi,フォーク,5,user_hsk5_6_list
2712,差别,chābié,違い,5,user_hsk5_6_list
2713,差距,chājù,差,5,user_hsk5_6_list
2714,插,chā,挿す,5,user_hsk5_6_list
2715,查询,cháxún,検索,5,user_hsk5_6_list
2716,拆,chāi,解体,5,user_hsk5_6_list
2717,拆除,chāichú,解体,5,user_hsk5_6_list
2718,产业,chǎnyè,産業,5,user_hsk5_6_list
2719,长度,chángdù,長さ,5,user_hsk5_6_list
2720,长寿,chángshòu,長寿,5,user_hsk5_6_list
2721,肠,cháng,腸,5,user_hsk5_6_list
2722,尝,cháng,味わう,5,user_hsk5_6_list
2723,尝试,chángshì,試す,5,user_hsk5_6_list
2724,厂长,chǎngzhǎng,工場長,5,user_hsk5_6_list
2725,场面,chǎngmiàn,場面,5,user_hsk5_6_list
2726,倡导,chàngdǎo,提唱,5,user_hsk5_6_list
2727,超越,chāoyuè,超越,5,user_hsk5_6_list
2728,车主,chēzhǔ,車の所有者,5,user_hsk5_6_list
2729,称号,chēnghào,称号,5,user_hsk5_6_list
2730,成本,chéngběn,コスト,5,user_hsk5_6_list
2731,成交,chéngjiāo,成約,5,user_hsk5_6_list
2732,成效,chéngxiào,成果,5,user_hsk5_6_list
2733,成语,chéngyǔ,成語,5,user_hsk5_6_list
2734,承办,chéngbàn,主催,5,user_hsk5_6_list
2735,城里,chénglǐ,街中,5,user_hsk5_6_list
2736,乘车,chéngchē,乗車,5,user_hsk5_6_list
2737,吃力,chīlì,苦労,5,user_hsk5_6_list
2738,池子,chízi,池,5,user_hsk5_6_list
2739,冲动,chōngdòng,衝動,5,user_hsk5_6_list
2740,冲突,chōngtū,衝突,5,user_hsk5_6_list
2741,充足,chōngzú,十分,5,user_hsk5_6_list
2742,愁,chóu,憂い,5,user_hsk5_6_list
2743,丑,chǒu,醜い（みにくい）,5,user_hsk5_6_list
2744,臭,chòu,臭い,5,user_hsk5_6_list
2745,出版,chūbǎn,出版,5,user_hsk5_6_list
2746,出汗,chūhàn,汗をかく,5,user_hsk5_6_list
2747,出于,chūyú,～から,5,user_hsk5_6_list
2748,初期,chūqī,初期,5,user_hsk5_6_list
2749,除非,chúfēi,～でない限り,5,user_hsk5_6_list
2750,除夕,chúxī,大晦日,5,user_hsk5_6_list
2751,处罚,chǔfá,処罰,5,user_hsk5_6_list
2752,处分,chǔfèn,処分,5,user_hsk5_6_list
2753,处在,chǔzài,～にある,5,user_hsk5_6_list
2754,传达,chuándá,伝達,5,user_hsk5_6_list
2755,传递,chuándì,伝達する,5,user_hsk5_6_list
2756,传真,chuánzhēn,ファックス,5,user_hsk5_6_list
2757,窗帘,chuānglián,カーテン,5,user_hsk5_6_list
2758,闯,chuǎng,乱入,5,user_hsk5_6_list
2759,创立,chuànglì,設立,5,user_hsk5_6_list
2760,辞典,cídiǎn,辞書,5,user_hsk5_6_list
2761,辞职,cízhí,辞職,5,user_hsk5_6_list
2762,此后,cǐhòu,その後,5,user_hsk5_6_list
2763,此刻,cǐkè,今この瞬間,5,user_hsk5_6_list
2764,此时,cǐshí,今この時,5,user_hsk5_6_list
2765,聪明,cōngming,賢い,5,user_hsk5_6_list
2766,从而,cóng’ér,それによって,5,user_hsk5_6_list
2767,脆,cuì,もろい,5,user_hsk5_6_list
2768,存款,cúnkuǎn,預金,5,user_hsk5_6_list
2769,寸,cùn,一寸,5,user_hsk5_6_list
2770,达成,dáchéng,達成,5,user_hsk5_6_list
2771,答复,dáfù,返答,5,user_hsk5_6_list
2772,打,dǎ,〜から（起点を表す前置詞、例：打这儿走）,5,user_hsk5_6_list
2773,打扮,dǎban,身だしなみ,5,user_hsk5_6_list
2774,打包,dǎbāo,梱包,5,user_hsk5_6_list
2775,打击,dǎjī,打撃,5,user_hsk5_6_list
2776,打架,dǎjià,喧嘩,5,user_hsk5_6_list
2777,大胆,dàdǎn,大胆,5,user_hsk5_6_list
2778,大都,dàdōu,ほとんど,5,user_hsk5_6_list
2779,大纲,dàgāng,概要,5,user_hsk5_6_list
2780,大伙儿,dàhuǒr,みんな,5,user_hsk5_6_list
2781,大奖赛,dàjiǎngsài,グランプリ,5,user_hsk5_6_list
2782,大脑,dànǎo,脳,5,user_hsk5_6_list
2783,大事,dàshì,重大なこと、大事件（日本語の「大事＝重要」という形容動詞的な使い方より、名詞として「大きな出来事」を指すことが多い）,5,user_hsk5_6_list
2784,大象,dàxiàng,ゾウ,5,user_hsk5_6_list
2785,大熊猫,dàxióngmāo,ジャイアントパンダ,5,user_hsk5_6_list
2786,大于,dàyú,より大きい,5,user_hsk5_6_list
2787,大致,dàzhì,おおよそ,5,user_hsk5_6_list
2788,呆,dāi,ぼんやり,5,user_hsk5_6_list
2789,待,dài,待つ,5,user_hsk5_6_list
2790,代价,dàijià,代償,5,user_hsk5_6_list
2791,代理,dàilǐ,代理人,5,user_hsk5_6_list
2792,带有,dàiyǒu,～を伴う,5,user_hsk5_6_list
2793,贷款,dàikuǎn,ローン,5,user_hsk5_6_list
2794,单一,dānyī,単一,5,user_hsk5_6_list
2795,胆,dǎn,度胸,5,user_hsk5_6_list
2796,胆小,dǎnxiǎo,臆病,5,user_hsk5_6_list
2797,蛋糕,dàngāo,ケーキ,5,user_hsk5_6_list
2798,当场,dāngchǎng,その場,5,user_hsk5_6_list
2799,当代,dāngdài,現代,5,user_hsk5_6_list
2800,当年,dāngnián,当時,5,user_hsk5_6_list
2801,当前,dāngqián,現在,5,user_hsk5_6_list
2802,当选,dāngxuǎn,当選,5,user_hsk5_6_list
2803,挡,dǎng,防ぐ,5,user_hsk5_6_list
2804,倒是,dàoshì,むしろ,5,user_hsk5_6_list
2805,道德,dàodé,道徳,5,user_hsk5_6_list
2806,得了,déle,得た,5,user_hsk5_6_list
2807,得以,déyǐ,～することができた,5,user_hsk5_6_list
2808,等候,děnghòu,待つ,5,user_hsk5_6_list
2809,等级,děngjí,等級,5,user_hsk5_6_list
2810,地带,dìdài,地域,5,user_hsk5_6_list
2811,地形,dìxíng,地形,5,user_hsk5_6_list
2812,地震,dìzhèn,地震,5,user_hsk5_6_list
2813,递,dì,手渡す,5,user_hsk5_6_list
2814,递给,dìgěi,式典,5,user_hsk5_6_list
2815,典礼,diǎnlǐ,式典,5,user_hsk5_6_list
2816,点燃,diǎnrán,点火,5,user_hsk5_6_list
2817,电池,diànchí,電池,5,user_hsk5_6_list
2818,电饭锅,diànfànguō,炊飯器,5,user_hsk5_6_list
2819,电子版,diànzǐbǎn,電子版,5,user_hsk5_6_list
2820,调动,diàodòng,異動,5,user_hsk5_6_list
2821,丢,diū,紛失,5,user_hsk5_6_list
2822,动机,dòngjī,動機,5,user_hsk5_6_list
2823,动手,dòngshǒu,着手,5,user_hsk5_6_list
2824,动态,dòngtài,動向,5,user_hsk5_6_list
2825,动员,dòngyuán,動員,5,user_hsk5_6_list
2826,冻,dòng,凍結,5,user_hsk5_6_list
2827,洞,dòng,穴,5,user_hsk5_6_list
2828,豆制品,dòuzhìpǐn,豆製品,5,user_hsk5_6_list
2829,毒,dú,毒,5,user_hsk5_6_list
2830,堆,duī,山積み,5,user_hsk5_6_list
2831,对立,duìlì,対立,5,user_hsk5_6_list
2832,对应,duìyìng,対応,5,user_hsk5_6_list
2833,吨,dūn,トン,5,user_hsk5_6_list
2834,朵,duǒ,花,5,user_hsk5_6_list
2835,躲,duǒ,隠れる,5,user_hsk5_6_list
2836,儿女,érnǚ,子供,5,user_hsk5_6_list
2837,耳朵,ěrduo,耳,5,user_hsk5_6_list
2838,二维码,èrwéimǎ,QRコード,5,user_hsk5_6_list
2839,发布,fābù,発表,5,user_hsk5_6_list
2840,发觉,fājué,発見,5,user_hsk5_6_list
2841,发射,fāshè,発射,5,user_hsk5_6_list
2842,发行,fāxíng,発行,5,user_hsk5_6_list
2843,罚,fá,罰,5,user_hsk5_6_list
2844,罚款,fákuǎn,罰金,5,user_hsk5_6_list
2845,法规,fǎguī,法規,5,user_hsk5_6_list
2846,法制,fǎzhì,法制,5,user_hsk5_6_list
2847,繁荣,fánróng,繁栄,5,user_hsk5_6_list
2848,返回,fǎnhuí,戻る,5,user_hsk5_6_list
2849,防治,fángzhì,予防・対策,5,user_hsk5_6_list
2850,放大,fàngdà,拡大,5,user_hsk5_6_list
2851,分成,fēnchéng,分割,5,user_hsk5_6_list
2852,分解,fēnjiě,分解,5,user_hsk5_6_list
2853,分类,fēnlèi,分類,5,user_hsk5_6_list
2854,分离,fēnlí,分離,5,user_hsk5_6_list
2855,分析,fēnxī,分析,5,user_hsk5_6_list
2856,分享,fēnxiǎng,共有,5,user_hsk5_6_list
2857,丰收,fēngshōu,豊作,5,user_hsk5_6_list
2858,风度,fēngdù,品格,5,user_hsk5_6_list
2859,风光,fēngguāng,風光明媚,5,user_hsk5_6_list
2860,封,fēng,封をする、閉じる（動詞用法）,5,user_hsk5_6_list
2861,疯,fēng,狂気,5,user_hsk5_6_list
2862,疯狂,fēngkuáng,狂乱,5,user_hsk5_6_list
2863,扶,fú,支援,5,user_hsk5_6_list
2864,服从,fúcóng,服従,5,user_hsk5_6_list
2865,幅度,fúdù,振幅,5,user_hsk5_6_list
2866,福利,fúlì,福利,5,user_hsk5_6_list
2867,辅助,fǔzhù,補助,5,user_hsk5_6_list
2868,附件,fùjiàn,添付ファイル,5,user_hsk5_6_list
2869,改革,gǎigé,改革,5,user_hsk5_6_list
2870,干脆,gāncuì,きっぱり,5,user_hsk5_6_list
2871,干扰,gānrǎo,干渉,5,user_hsk5_6_list
2872,干预,gānyù,介入,5,user_hsk5_6_list
2873,感想,gǎnxiǎng,感想,5,user_hsk5_6_list
2874,钢笔,gāngbǐ,万年筆,5,user_hsk5_6_list
2875,高大,gāodà,背が高い,5,user_hsk5_6_list
2876,高度,gāodù,高さ,5,user_hsk5_6_list
2877,高跟鞋,gāogēnxié,ハイヒール,5,user_hsk5_6_list
2878,高原,gāoyuán,高原,5,user_hsk5_6_list
2879,搞,gǎo,やる,5,user_hsk5_6_list
2880,搞好,gǎohǎo,しっかり,5,user_hsk5_6_list
2881,歌曲,gēqǔ,歌,5,user_hsk5_6_list
2882,隔壁,gébì,隣,5,user_hsk5_6_list
2883,个儿,gèr,一人,5,user_hsk5_6_list
2884,跟前,gēnqián,目の前,5,user_hsk5_6_list
2885,跟随,gēnsuí,従う,5,user_hsk5_6_list
2886,更换,gēnghuàn,交換,5,user_hsk5_6_list
2887,更新,gēngxīn,更新,5,user_hsk5_6_list
2888,工艺,gōngyì,技術,5,user_hsk5_6_list
2889,工作日,gōngzuòrì,平日,5,user_hsk5_6_list
2890,公告,gōnggào,告知,5,user_hsk5_6_list
2891,公认,gōngrèn,公認,5,user_hsk5_6_list
2892,公式,gōngshì,公式（数式・計算式の意味が中心。日本語の「公式（＝official）」の意味は薄い）,5,user_hsk5_6_list
2893,公正,gōngzhèng,公正,5,user_hsk5_6_list
2894,共计,gòngjì,合計,5,user_hsk5_6_list
2895,共享,gòngxiǎng,共有,5,user_hsk5_6_list
2896,沟,gōu,溝,5,user_hsk5_6_list
2897,沟通,gōutōng,コミュニケーション,5,user_hsk5_6_list
2898,古老,gǔlǎo,古くからの,5,user_hsk5_6_list
2899,鼓,gǔ,太鼓,5,user_hsk5_6_list
2900,鼓掌,gǔzhǎng,拍手,5,user_hsk5_6_list
2901,顾问,gùwèn,顧問,5,user_hsk5_6_list
2902,怪,guài,責める、とがめる（動詞用法）,5,user_hsk5_6_list
2903,关怀,guānhuái,思いやり,5,user_hsk5_6_list
2904,冠军,guànjūn,チャンピオン,5,user_hsk5_6_list
2905,光荣,guāngróng,栄光,5,user_hsk5_6_list
2906,光线,guāngxiàn,光線,5,user_hsk5_6_list
2907,广,guǎng,広,5,user_hsk5_6_list
2908,广泛,guǎngfàn,広範囲,5,user_hsk5_6_list
2909,规划,guīhuà,計画,5,user_hsk5_6_list
2910,鬼,guǐ,幽霊,5,user_hsk5_6_list
2911,柜子,guìzi,戸棚,5,user_hsk5_6_list
2912,滚,gǔn,転がる,5,user_hsk5_6_list
2913,锅,guō,鍋,5,user_hsk5_6_list
2914,国民,guómín,国民,5,user_hsk5_6_list
2915,过度,guòdù,過度,5,user_hsk5_6_list
2916,过敏,guòmǐn,アレルギー,5,user_hsk5_6_list
2917,过于,guòyú,過度に,5,user_hsk5_6_list
2918,害,hài,害、害する,5,user_hsk5_6_list
2919,好运,hǎoyùn,幸運,5,user_hsk5_6_list
2920,号召,hàozhào,呼びかけ,5,user_hsk5_6_list
2921,合并,hébìng,合併,5,user_hsk5_6_list
2922,合成,héchéng,合成,5,user_hsk5_6_list
2923,盒,hé,箱,5,user_hsk5_6_list
2924,盒饭,héfàn,弁当,5,user_hsk5_6_list
2925,贺卡,hèkǎ,グリーティングカード,5,user_hsk5_6_list
2926,恨,hèn,恨み,5,user_hsk5_6_list
2927,猴,hóu,猿,5,user_hsk5_6_list
2928,胡同儿,hútòngr,路地,5,user_hsk5_6_list
2929,胡子,húzi,ひげ,5,user_hsk5_6_list
2930,虎,hǔ,虎,5,user_hsk5_6_list
2931,华语,huáyǔ,中国語,5,user_hsk5_6_list
2932,滑,huá,滑る,5,user_hsk5_6_list
2933,化石,huàshí,化石,5,user_hsk5_6_list
2934,划分,huàfēn,区分,5,user_hsk5_6_list
2935,画面,huàmiàn,画面,5,user_hsk5_6_list
2936,环节,huánjié,段階,5,user_hsk5_6_list
2937,慌,huāng,慌て,5,user_hsk5_6_list
2938,慌忙,huāngmáng,慌ただしい,5,user_hsk5_6_list
2939,灰色,huīsè,灰色,5,user_hsk5_6_list
2940,恢复,huīfù,回復,5,user_hsk5_6_list
2941,回报,huíbào,見返り,5,user_hsk5_6_list
2942,回避,huíbì,回避,5,user_hsk5_6_list
2943,回顾,huígù,振り返り,5,user_hsk5_6_list
2944,回收,huíshōu,回収,5,user_hsk5_6_list
2945,回头,huítóu,振り返る,5,user_hsk5_6_list
2946,汇款,huìkuǎn,送金,5,user_hsk5_6_list
2947,会谈,huìtán,会談,5,user_hsk5_6_list
