level,hanzi,pinyin,meaning_ja
6,首脑,shǒunǎo,首脳
6,首相,shǒuxiàng,首相
6,首席,shǒuxí,首席、第一人者（日本語の「首席」より使用範囲が広い）
6,手续费,shǒuxùfèi,手数料
6,薯片,shǔpiàn,ポテトチップス
6,薯条,shǔtiáo,フライドポテト
6,算了,suànle,もういいや
6,算是,suànshì,まあ
6,岁数,suìshù,年齢
6,虽,suī,とはいえ
6,所,suǒ,〜するところの（「所＋動詞」の形で名詞化する助詞、例：所说＝言うところのこと）
6,赛,sài,試合
6,赛场,sàichǎng,競技場
6,丧失,sàngshī,喪失
6,寺,sì,寺（仏教寺院）
6,四处,sìchù,あちこち
6,送礼,sònglǐ,贈り物
6,送行,sòngxíng,見送り
6,素质,sùzhì,素質
6,塞,sāi,詰める
6,三明治,sānmíngzhì,サンドイッチ
6,司长,sīzhǎng,局長
6,死亡,sǐwáng,死亡
6,跳水,tiàoshuǐ,飛び込み
6,田,tián,田、田畑
6,田径,tiánjìng,陸上競技
6,添,tiān,添える
6,天然,tiānrán,天然
6,天堂,tiāntáng,天国
6,天下,tiānxià,天下
6,团队,tuánduì,チーム
6,退票,tuìpiào,払い戻し
6,托,tuō,預ける
6,拖,tuō,引き延ばす
6,拖鞋,tuōxié,スリッパ
6,踏,tà,踏む
6,太阳能,tàiyángnéng,太陽光発電
6,叹气,tànqì,ため息
6,探索,tànsuǒ,探求
6,探讨,tàntǎo,検討
6,台灯,táidēng,テーブルランプ
6,特,tè,特に
6,特大,tèdà,特大
6,特地,tèdì,わざわざ
6,特快,tèkuài,特急
6,特意,tèyì,わざわざ
6,疼痛,téngtòng,痛み
6,提交,tíjiāo,提出
6,提升,tíshēng,向上
6,透露,tòulù,明かす
6,同,tóng,同じ（接頭辞的用法、例：同上）
6,同胞,tóngbāo,同胞、同じ国・民族の人（日本語の「同胞（はらから）」＝実の兄弟姉妹、とは意味の範囲が異なるため注意）
6,同行,tóngháng,同業者、同僚（同じ職業の人。日本語の「同行する（一緒に行く）」とは意味が異なるため注意）
6,铜牌,tóngpái,銅メダル
6,同期,tóngqī,同じ時期（例：同期＝前年同期比較などで使う。日本語の「同期（入社が同じ）」とはニュアンスが異なる場合があるため注意）
6,同一,tóngyī,同一
6,投票,tóupiào,投票
6,头疼,tóuténg,頭痛
6,徒弟,túdì,弟子
6,途径,tújìng,方法
6,图书,túshū,図書
6,掏,tāo,取り出す
6,踏实,tāshi,堅実
6,踢,tī,蹴る
6,听取,tīngqǔ,聴取
6,通报,tōngbào,通報
6,通道,tōngdào,通路
6,通话,tōnghuà,通話
6,通红,tōnghóng,真っ赤
6,通行,tōngxíng,通行する（また「（考え方・言い方などが）広く通用する」の意でも使うことがある）
6,通讯,tōngxùn,通信
6,吞,tūn,飲み込む
6,塔,tǎ,塔
6,哇,wa,わあ
6,外币,wàibì,外貨
6,外部,wàibù,外部
6,外观,wàiguān,外観
6,外科,wàikē,外科
6,外来,wàilái,外部から来た、外来の（例：外来语＝外来語、外来人口＝流入人口。日本語の「外来（病院の外来）」とは異なる意味なので注意）
6,外头,wàitou,外
6,外衣,wàiyī,上着
6,外资,wàizī,外資
6,望见,wàngjiàn,見かける
6,王后,wánghòu,女王
6,王子,wángzǐ,王子
6,顽皮,wánpí,いたずらっ子
6,顽强,wánqiáng,不屈
6,娃娃,wáwa,人形
6,为此,wèicǐ,そのため
6,为何,wèihé,なぜ
6,维生素,wéishēngsù,ビタミン
6,文娱,wényú,娯楽
6,卧铺,wòpù,寝台
6,误,wù,間違い
6,物品,wùpǐn,物品
6,无边,wúbiān,果てしなく
6,无关,wúguān,無関係
6,无效,wúxiào,無効
6,挖,wā,掘る
6,弯曲,wānqū,曲がり
6,微波炉,wēibōlú,電子レンジ
6,危机,wēijī,危機
6,威胁,wēixié,脅威
6,乌云,wūyún,暗雲
6,网吧,wǎngbā,インターネットカフェ
6,往后,wǎnghòu,次へ
6,往来,wǎnglái,行き来
6,往年,wǎngnián,昨年
6,舞蹈,wǔdǎo,ダンス
6,线路,xiànlù,路線
6,陷入,xiànrù,陥る
6,笑脸,xiàoliǎn,笑顔
6,笑容,xiàoróng,笑み
6,笑声,xiàoshēng,笑い声
6,嫌,xián,嫌う
6,协会,xiéhuì,協会
6,协商,xiéshāng,協議
6,协调,xiétiáo,調整
6,协助,xiézhù,協力
6,袖珍,xiùzhēn,ポケットサイズ
6,先锋,xiānfēng,先駆者
6,消耗,xiāohào,消費
6,消灭,xiāomiè,消滅
6,写字楼,xiězìlóu,オフィスビル
6,写字台,xiězìtái,デスク
6,凶,xiōng,凶、不吉な
6,凶手,xiōngshǒu,犯人
6,修车,xiūchē,車の修理
6,险,xiǎn,危険
6,显出,xiǎnchū,現れる
6,想不到,xiǎngbúdào,まさか
6,响声,xiǎngshēng,音
6,晓得,xiǎodé,知っている
6,小费,xiǎofèi,チップ
6,小麦,xiǎomài,小麦
6,小于,xiǎoyú,より小さい
6,悬,xuán,宙吊り
6,旋转,xuánzhuǎn,回転
6,血管,xuèguǎn,血管
6,血液,xuèyè,血液
6,学会,xuéhuì,（技能などを）身につける、マスターする（動詞用法。例：学会了游泳＝泳げるようになった。※日本語の「学会（がっかい）」＝学術団体とは意味が異なるため注意）
6,学员,xuéyuán,受講生
6,选拔,xuǎnbá,選抜
6,选举,xuǎnjǔ,選挙
6,细胞,xìbāo,細胞
6,细菌,xìjūn,細菌
6,信用,xìnyòng,信用、信頼（また金融用語としての「クレジット」の意味も重要）。文語的に「信用して用いる」という動詞の用法もある
6,信仰,xìnyǎng,信仰
6,戏曲,xìqǔ,伝統演劇
6,形,xíng,形
6,行程,xíngchéng,旅程
6,循环,xúnhuán,循環
6,西班牙语,xībānyáyǔ,スペイン語
6,吸毒,xīdú,薬物使用
6,兴旺,xīngwàng,繁栄
6,心灵,xīnlíng,心
6,新人,xīnrén,新人（また結婚式での「新郎新婦」を指すこともある）
6,薪水,xīnshui,給料
6,新兴,xīnxīng,新興
6,心愿,xīnyuàn,願い
6,心脏,xīnzàng,心臓
6,心脏病,xīnzàngbìng,心臓病
6,牺牲,xīshēng,犠牲
6,洗衣粉,xǐyīfěn,洗濯洗剤
6,园,yuán,園
6,原,yuán,原、元々の（また「野原」の意も）
6,园地,yuándì,園地
6,原告,yuángào,原告
6,缘故,yuángù,理由
6,元素,yuánsù,元素
6,援助,yuánzhù,援助
6,圆珠笔,yuánzhūbǐ,ボールペン
6,乐曲,yuèqǔ,楽曲
6,约定,yuēdìng,約束
6,远方,yuǎnfāng,遠方
6,远远,yuǎnyuǎn,はるか
6,样,yàng,様
6,宴会,yànhuì,宴会
6,要不然,yàobùrán,そうでなければ
6,要好,yàohǎo,仲が良い
6,要么,yàome,あるいは
6,药品,yàopǐn,医薬品
6,要素,yàosù,要素
6,沿,yán,沿う
6,研发,yánfā,研究開発
6,洋,yáng,西洋の、洋風の（また「海」の意も）
6,沿海,yánhǎi,沿岸
6,沿着,yánzhe,沿って
6,异常,yìcháng,異常
6,一番,yìfān,一通り、一しきり（量詞的用法。例：说一番话＝一通り話す。※日本語の「一番＝No.1、最も」とは意味が異なるため注意）
6,一模一样,yìmúyíyàng,全く同じ
6,印,yìn,印、しるし（また「印刷する」の動詞用法も）
6,应对,yìngduì,対応
6,应急,yìngjí,緊急時
6,一齐,yìqí,一緒に
6,艺人,yìrén,芸能人
6,一时,yìshí,一時
6,议题,yìtí,議題
6,一同,yìtóng,共に
6,意想不到,yìxiǎngbùdào,思いがけない
6,一行,yìxíng,一行（いっこう）、同行する人々の一団（※日本語で「一行」は「1行の文章（いちぎょう）」の意味にもなるため文脈に注意）
6,意愿,yìyuàn,意思
6,一次性,yícìxìng,使い捨て
6,一代,yídài,第一世代
6,一道,yídào,一筋
6,一贯,yíguàn,一貫して
6,遗憾,yíhàn,残念
6,一路上,yílùshàng,道中
6,迎来,yínglái,迎える
6,仪器,yíqì,器具
6,仪式,yíshì,儀式
6,用处,yòngchù,用途
6,用得着,yòngdezháo,役に立つ
6,用法,yòngfǎ,使い方
6,用品,yòngpǐn,用品、用具（多くは「生活用品」「日用品」のように複合語で使う）
6,用心,yòngxīn,心を込める
6,游人,yóurén,観光客
6,游戏机,yóuxìjī,ゲーム機
6,游行,yóuxíng,パレード
6,晕车,yùnchē,乗り物酔い
6,运作,yùnzuò,運営
6,预约,yùyuē,予約
6,于,yú,～について
6,娱乐,yúlè,娯楽
6,烟花,yānhuā,花火
6,压迫,yāpò,圧迫
6,野,yě,野、野原（また「野生の」の意も）
6,野生,yěshēng,野生
6,依次,yīcì,順に
6,依赖,yīlài,依存
6,因,yīn,原因
6,英雄,yīngxióng,ヒーロー
6,音量,yīnliàng,音量
6,阴谋,yīnmóu,陰謀
6,因素,yīnsù,要因
6,音像,yīnxiàng,映像
6,阴影,yīnyǐng,影
6,医药,yīyào,医薬
6,优质,yōuzhì,高品質
6,晕,yūn,くらくらする
6,仰,yǎng,仰ぐ
6,养老,yǎnglǎo,老後
6,氧气,yǎngqì,酸素
6,眼看,yǎnkàn,目前
6,演奏,yǎnzòu,演奏
6,隐藏,yǐncáng,非表示
6,影迷,yǐngmí,映画ファン
6,影星,yǐngxīng,映画スター
6,隐私,yǐnsī,プライバシー
6,有关,yǒuguān,～について
6,有没有,yǒuméiyǒu,～はあるか
6,有事,yǒushì,用事がある
6,宇航员,yǔhángyuán,宇宙飛行士
6,雨衣,yǔyī,レインコート
6,转,zhuàn,回る
6,转动,zhuàndòng,回転する
6,壮观,zhuàngguān,壮観
6,赚钱,zhuànqián,お金を稼ぐ
6,装备,zhuāngbèi,装備
6,专用,zhuānyòng,専用
6,追究,zhuījiū,追及
6,捉,zhuō,捕まえる
6,炸,zhà,爆破
6,炸弹,zhàdàn,爆弾
6,债,zhài,負債
6,战场,zhànchǎng,戦場
6,账,zhàng,帳簿
6,账户,zhànghù,口座
6,障碍,zhàng’ài,障害
6,占据,zhànjù,占拠
6,战略,zhànlüè,戦略
6,战术,zhànshù,戦術
6,站台,zhàntái,プラットフォーム
6,战友,zhànyǒu,戦友
6,照样,zhàoyàng,相変わらず
6,照耀,zhàoyào,照らす
6,炸药,zhàyào,爆薬
6,这就是说,zhèjiùshìshuō,つまり
6,镇,zhèn,町
6,政策,zhèngcè,政策
6,正当,zhèngdāng,正当な、適切な（形容詞）。また「ちょうど〜する時に」という意味でも使う（例：正当我准备走的时候）
6,政党,zhèngdǎng,政党
6,政权,zhèngquán,政権
6,症状,zhèngzhuàng,症状
6,哲学,zhéxué,哲学
6,治病,zhìbìng,治療
6,智慧,zhìhuì,知恵
6,至于,zhìyú,さて
6,直升机,zhíshēngjī,ヘリコプター
6,职责,zhízé,職責
6,驻,zhù,駐在
6,祝愿,zhùyuàn,願い
6,住宅,zhùzhái,住宅
6,柱子,zhùzi,柱
6,扎,zhā,しっかり
6,章,zhāng,章、〜章（また「バッジ」の意も）
6,招,zhāo,募集
6,扎实,zhāshi,着実
6,争夺,zhēngduó,争奪
6,整顿,zhěngdùn,整備
6,整治,zhěngzhì,是正
6,枝,zhī,枝（木の枝。ペンなどを数える量詞としても使う）
6,织,zhī,織る
6,支撑,zhīchēng,支え
6,之类,zhīlèi,など
6,知名,zhīmíng,有名
6,支援,zhīyuán,支援
6,中等,zhōngděng,中等
6,中华,zhōnghuá,中華
6,中期,zhōngqī,中期
6,钟头,zhōngtóu,時間
6,中外,zhōngwài,中国と外国、国内外（「中国」と「外国」を合わせた特有の表現）
6,忠心,zhōngxīn,忠誠
6,粥,zhōu,お粥
6,珠宝,zhūbǎo,宝石
6,诸位,zhūwèi,皆様
6,长,zhǎng,〜長（役職を表す接尾辞、例：秘书长＝事務局長）
6,涨,zhǎng,上昇
6,掌声,zhǎngshēng,拍手
6,止,zhǐ,止まる
6,只得,zhǐdé,しか
6,指定,zhǐdìng,指定
6,只管,zhǐguǎn,ばかり
6,只顾,zhǐgù,ばかり
6,指数,zhǐshù,指数、指標（数学の「指数（exponent）」の意味も、経済などの「指数（index）」の意味もある）
6,指头,zhǐtou,指
6,指着,zhǐzhe,指さす
6,肿,zhǒng,腫れ
6,种种,zhǒngzhǒng,様々な
6,煮,zhǔ,煮る
6,主持人,zhǔchírén,司会者
6,主角,zhǔjué,主人公
6,主流,zhǔliú,主流
6,钻,zuàn,ドリル
6,罪,zuì,罪
6,最佳,zuìjiā,最高
6,罪恶,zuìè,罪悪
6,作,zuò,作る、行う（動詞用法。また「作品」のように名詞的にも使う）
6,作废,zuòfèi,無効
6,座谈会,zuòtánhuì,座談会
6,作战,zuòzhàn,戦闘
6,再生,zàishēng,再生する、生まれ変わる（また「（資源を）リサイクルする」の意でも使う）
6,杂,zá,雑
6,自来水,zìláishuǐ,水道水
6,自我,zìwǒ,自己
6,自言自语,zìyánzìyǔ,独り言
6,自在,zìzài,自由
6,奏,zòu,奏でる
6,足,zú,十分
6,族,zú,〜族（民族・グループを表す語、例：家族）
6,族,zú,〜族（グループを表す接尾辞、例：上班族＝サラリーマン）
6,足以,zúyǐ,十分にある
6,遭到,zāodào,被る
6,遭受,zāoshòu,受ける
6,遭遇,zāoyù,遭遇する
6,增进,zēngjìn,促進
6,增值,zēngzhí,付加価値
6,咨询,zīxún,相談
6,宗教,zōngjiào,宗教
6,租金,zūjīn,家賃
6,早晚,zǎowǎn,遅かれ早かれ
6,总部,zǒngbù,本部
6,总监,zǒngjiān,ディレクター
6,总经理,zǒngjīnglǐ,総支配人
6,总量,zǒngliàng,総量
6,走私,zǒusī,密輸
6,祖父,zǔfù,（父方の）祖父 ※書き言葉。口語では「爷爷」を使う
6,祖国,zǔguó,祖国、母国（自国を親しみを込めて呼ぶ、やや愛国的なニュアンスを含む）
6,祖母,zǔmǔ,（父方の）祖母 ※書き言葉。口語では「奶奶」を使う
6,挨,ái,近づく
6,挨打,áidǎ,殴られる
6,儿科,érkē,小児科
6,挨着,āizhe,隣り合う
6,恩人,ēnrén,恩人
